key,en,nl,cn
hint_3_longplay_7,You've been playing for hours. Please don't forget to take breaks!,Je bent al uren achter elkaar aan het spelen. Vergeet niet om af en toe een pauze te nemen!,您已经玩了几个小时。请不要忘记休息！
hint_3_longplay_8,Warning: playing for a long time without taking breaks is unhealthy!,Waarschuwing: te lang achter elkaar spelen zonder pauzes is ongezond!,警告：长时间不间断游戏对健康有害！
hint_3_media_mute,Note: the device media volume is muted.,Let op: het mediavolume van het apparaat staat uit.,注意：设备媒体音量已静音。
hint_3_more_airports_1,More airports (and autosave) are available in the full version.,Meer luchthavens (en automatisch opslaan) zijn beschikbaar in de volledige versie.,更多机场（和自动保存）在完整版本中可用。
hint_3_more_airports_2,More airports are available in the full version.,Meer luchthavens  zijn beschikbaar in de volledige versie.,更多机场在完整版本中可用。
hint_3_newgame_again,Press {button_newgame} again to reset the traffic.,Druk nogmaals op {button_newgame} om het verkeer te resetten.,再次按{button_newgame}以重置交通。
hint_3_no_clouds,No significant clouds.,Geen significante wolken.,无显著云层。
hint_3_nodep_off,Departures activated.,Departures ingeschakeld.,离场已激活。
hint_3_nodep_on,No departures.,Geen departures.,无离场。
hint_3_noise,Radio noise {STATE}.,Radioruis {STATE}.,无线电噪音{STATE}。
hint_3_normal_custom,Normal (adaptive) traffic. Runway use depends on score. Goals and high scores are still disabled until a new game is started.,Normaal (adaptief) verkeer. Baangebruik hangt af van je score. Doelen en highscores zijn nog steeds uitgeschakeld totdat een nieuw spel wordt gestart.,正常（自适应）交通。跑道使用取决于分数。目标和最高分在新游戏开始前仍被禁用。
hint_3_normal_scenario,Press {button_normal} again to end this scenario and continue with adaptive traffic.,Druk nogmaals op {button_normal} om dit scenario af te breken en het spel te vervolgen met adaptief verkeer.,再次按{button_normal}以结束此场景并继续自适应交通。
hint_3_normal_traffic_1,Normal traffic mode; number of planes adapts to skill level.,Normale verkeersmodus: het aantal vliegtuigen past zich aan aan de skillwaarde.,正常交通模式；飞机数量适应技能水平。
hint_3_normal_traffic_2,Normal (adaptive) traffic mode. Goals and high scores are still disabled until a new game is started.,Normale (adaptieve) verkeersmodus. Doelen en highscores zijn nog steeds uitgeschakeld totdat een nieuw spel wordt gestart.,正常（自适应）交通模式。目标和最高分在新游戏开始前仍被禁用。
hint_3_normal_txt,Normal traffic. Goals and high scores are disabled for custom airports.,Normaal verkeer. Doelen en highscores zijn uitgeschakeld voor custom airports.,正常交通。自定义机场的目标和最高分已禁用。
hint_3_nosec_off,All airports open.,Alle luchthavens geopend.,所有机场开放。
hint_3_nosec_on_1,No secondary airports.,Geen secundaire luchthavens.,无次要机场。
hint_3_nosec_on_2,No secondary airport.,Geen secundaire luchthaven.,无次要机场。
hint_3_nosec_on_3,"Secondary airports closed, main airport open.","Secundaire luchthavens gesloten, primaire luchthaven open.",次要机场关闭，主机场开放。
hint_3_off,off,uit,关闭
hint_3_on,on,aan,开启
hint_3_open_airspace_1,"To open the airspace, go to the {button_traffic} menu, or start a new game in the {button_airport} menu.","Om het luchtruim te openen, ga je naar het {button_traffic}-menu, of start een nieuw spel in het {button_airport}-menu.",要开放空域，请转到{button_traffic}菜单，或在{button_airport}菜单中开始新游戏。
hint_3_open_airspace_2,"To open the airspace, go to the {button_traffic} menu or start a new game.","Om het luchtruim te openen, ga je naar het {button_traffic}-menu, of start een nieuw spel.",要开放空域，请转到{button_traffic}菜单或开始新游戏。
hint_3_opening_airspace,"To open the airspace, switch to {button_normal} traffic, or increase the skill value in the {button_custom} menu.","Om het luchtruim te openen, switch je naar {button_normal} verkeer, of verhoog je de skill in het {button_custom}-menu.",要开放空域，请切换到{button_normal}交通，或在{button_custom}菜单中增加技能评分。
hint_3_orientation_auto_1,Screen orientation automatic: using the device rotation setting.,Schermorientatie automatisch: gebruikmakend van de apparaatinstelling.,屏幕方向自动：使用设备旋转设置。
hint_3_orientation_auto_2,Screen orientation automatic.,Schermorientatie automatisch.,屏幕方向自动。
hint_3_orientation_fixed_1,"Screen orientation fixed at landscape, regardless of the device setting.","Schermorientatie vastgezet op landschap, ongeacht de apparaatinstelling.",屏幕方向固定为横屏，无论设备设置如何。
hint_3_orientation_fixed_2,Screen orientation fixed at landscape.,Schermorientatie vastgezet op landschap.,屏幕方向固定为横屏。
hint_3_orientation_fixed_3,"Screen orientation fixed at portrait, regardless of the device setting.","Schermorientatie vastgezet op portret, ongeacht de apparaatinstelling.",屏幕方向固定为竖屏，无论设备设置如何。
hint_3_orientation_fixed_4,Screen orientation fixed at portrait.,Schermorientatie vastgezet op portret.,屏幕方向固定为竖屏。
hint_3_parallel_approach_1,"Tip: to do parallel approaches without incidents, intercept the localizers with {ALT1} vertical separation. For example runway {RWY1} at {ALT2}, and runway {RWY2} at {ALT3}.","Tip: om gelijktijdige parallelle naderingen te doen, onderschep je de localizers met {ALT1} verticale separatie. Bijvoorbeeld baan {RWY1} op {ALT2}, en baan {RWY2} op {ALT3}.",提示：要进行无事故的平行进近，以{ALT1}垂直间隔截获定位器。例如跑道{RWY1}在{ALT2}高度，跑道{RWY2}在{ALT3}高度。
hint_3_parallel_approach_2,Tip: longpress the {button_ils} button to make a plane cross the first localizer and capture the second localizer,Tip: houd de {button_ils}-knop lang ingedrukt om een vliegtuig de eerste localizer te kruisen en de tweede localizer te onderscheppen.,提示：长按{button_ils}按钮使飞机穿越第一个定位器并捕获第二个定位器。
hint_3_pilot_delay_set_1,Pilot delay (plane reaction time) is set at {AMOUNT} seconds.,Traagheid piloten (reactietijd van vliegtuigen) is ingesteld op {AMOUNT} seconde.,飞行员操作延迟（飞机反应时间）设置为{AMOUNT}秒。
hint_3_pilot_delay_set_2,Pilot delay is set at {AMOUNT} seconds.,Traagheid piloten is ingesteld op {AMOUNT} seconde.,飞行员操作延迟设置为{AMOUNT}秒。
hint_3_plane_desel,Plane deselected.,Vliegtuig gedeselecteerd.,飞机已取消选择。
hint_3_press_key_bind,"Press a key to bind to {KEY}, or press ESC to bind the default key.","Druk op een toets die je wil koppelen aan {KEY}, of druk op ESC om de standaard toets te koppelen.",按一个键绑定到{KEY}，或按ESC绑定默认键。
hint_3_press_scenario_1,"Press {button_scenario} again to start a new game in scenario mode. Note: to play the next scenario, switch to {AIRPORT} first (via the {button_airport} menu).","Druk nogmaals op {button_scenario} om een nieuw spel te starten in scenario-modus. Opmerking: om het volgende scenario te spelen, switch je eerst naar {AIRPORT} (via het {button_airport}-menu).",再次按{button_scenario}以在场景模式中开始新游戏。注意：要玩下一个场景，请先切换到{AIRPORT}（通过{button_airport}菜单）。
hint_3_press_scenario_2,Press {button_scenario} again to restart the scenario from the beginning.,Druk nogmaals op {button_scenario} om het scenario te herstarten vanaf het begin.,再次按{button_scenario}以从头重新开始场景。
hint_3_press_scenario_3,Press {button_scenario} again to start a new game in scenario mode. Note: the scenario can be pretty difficult for new players.,Druk nogmaals op {button_scenario} om een nieuw spel te starten in scenario-modus. Opmerking: het scenario is vrij lastig voor beginnende spelers.,再次按{button_scenario}以在场景模式中开始新游戏。注意：该场景对于新玩家可能相当困难。
hint_3_press_scenario_4,Press {button_scenario} again to start a new game in scenario mode.,Druk nogmaals op {button_scenario} om een nieuw spel te starten in scenario-modus.,再次按{button_scenario}以在场景模式中开始新游戏。
hint_3_pressure_off,Air pressure simulation off.,Luchtdruksimulatie uitgeschakeld.,气压模拟关闭。
hint_3_pressure_on,Air pressure simulation on.,Luchtdruksimulatie ingeschakeld.,气压模拟开启。
hint_3_pressure_on_2,See the {button_weather} menu to change the actual air pressure.,Zie het menu {button_weather} om de actuele luchtdruk te veranderen.,参见{button_weather}菜单更改实际气压。
hint_3_pressure_on_3,"Note: this affects flight levels, not altitudes.","Merk op dat dit alleen invloed heeft op flight levels, niet op altitudes.",注意：这影响飞行高度层，而非高度。
hint_3_pressure_set_std,Standard pressure.,Standaard luchtdruk.,标准气压。
hint_3_pressure_standard,Pressure is now fixed at standard pressure.,De luchtdruk is nu vastgezet op standaardluchtdruk.,气压现在固定为标准气压。
hint_3_pressure_tip,See the {menu_realism} menu to switch off pressure simulation.,Zie het {menu_realism}-menu om luchtdruksimulatie uit te schakelen.,参见{menu_realism}菜单关闭气压模拟。
hint_3_randomweather_menu,See the {button_realism} menu to switch off random weather.,Zie het menu {button_realism} om willekeurige weersomstandigheden uit te schakelen.,参见{button_realism}菜单关闭随机天气。
hint_3_randomweather_off,No weather when starting a new game.,Geen weer wanneer je een nieuw spel start.,开始新游戏时无天气。
hint_3_randomweather_on,Random weather when starting a new game.,Willekeurig weer wanneer je een nieuw spel start.,开始新游戏时随机天气。
hint_3_range,Range circles {STATE} miles.,Afstandcirkels {STATE} mijl.,距离分划圆圈{STATE}海里。
hint_3_range_off,Range circles off.,Afstandcirkels uit.,距离分划圆圈关闭。
hint_3_rdf_off,Radio Direction Finding off.,Radio Direction Finding uitgeschakeld.,无线电测向关闭。
hint_3_rdf_on,Radio Direction Finding on: marked planes during radio transmissions.,Radio Direction Finding ingeschakeld: dit markeert vliegtuigen tijdens een radiotransmissie.,无线电测向开启：无线电传输期间标记飞机。
hint_3_remove_1,The {button_remove} button only removes the custom airport that was imported using the {button_import} button.,De knop {button_remove} verwijdert alleen de custom airport die was geimporteerd met de {button_import}-knop.,{button_remove}按钮仅移除使用{button_import}按钮导入的自定义机场。
hint_3_remove_2,Press {button_remove} again to remove custom airport that was imported using the {button_import} button.,Druk nogmaals op {button_remove} om de custom airport te verwijderen die was geimporteerd met de {button_import}-knop.,再次按{button_remove}以移除使用{button_import}按钮导入的自定义机场。
hint_3_remove_3,This will not remove the txt files that were manually copied to your device.,Dit zal niet de txt bestanden verwijderen die je handmatig naar je apparaat hebt gekopieerd.,这不会移除手动复制到设备的txt文件。
hint_3_remove_4,Press it again to remove the custom airport {AIRPORT} from the game.,Druk nogmaals om de luchthaven {AIRPORT} te verwijderen uit het spel.,再次按以从游戏中移除自定义机场{AIRPORT}。
hint_3_remove_5,The imported txt file has been removed from the game.,Het geimporteerde txt bestand is verwijderd uit het spel,导入的txt文件已从游戏中移除。
hint_3_remove_6,The custom airport has been removed from the game.,De custom airport is verwijderd uit het spel.,自定义机场已从游戏中移除。
hint_3_reset_colors_1,All colors are set to the default values.,Alle kleuren zijn teruggezet naar de standaardinstelling.,所有颜色已设置为默认值。
hint_3_reset_colors_2,Press {button_defaults} again to reset all colors back to the default values.,Druk nogmaals op {button_defaults} om alle kleuren terug te zetten naar de standaardinstelling.,再次按{button_defaults}将所有颜色重置为默认值。
hint_3_rewind_1,{button_rewind} will be available after a few minutes.,{button_rewind} zal over een paar minuten beschikbaar zijn.,{button_rewind}将在几分钟后可用。
hint_3_rewind_2,{button_rewind} is only available in the Scenario mode (see the {button_traffic} menu).,{button_rewind} is alleen beschikbaar in Scenario-modus (zie het {button_traffic}-menu).,{button_rewind}仅在场景模式中可用（参见{button_traffic}菜单）。
hint_3_ruler_1,"To remove a distance line, right click on the distance. To remove all distance lines, right click on the grey bar.","Om een afstandsmeting te verwijderen, klik je met de rechterknop op een afstand. Om alle afstandsmetingen te verwijderen, klik je met de rechterknop op de grijze balk.",要移除距离线，右键点击距离。要移除所有距离线，右键点击灰色栏。
hint_3_runways,{COLOR} runways.,{COLOR} banen.,{COLOR}跑道。
hint_3_rwy_change_1,Runway change will take {AMOUNT} minutes to finalize.,Baanverandering zal nog {AMOUNT} minuten nodig hebben.,跑道变更将需要{AMOUNT}分钟完成。
hint_3_rwy_change_2,"While the airport prepares for the new configuration, no new approach clearances can be given.",Terwijl de luchthaven zich voorbereidt op de nieuwe configuratie kunnen geen ILS-klaringen worden gegeven.,当机场准备新配置时，无法给予新的进近许可。
hint_3_rwy_change_3,Runway change.,Baanverandering,跑道变更。
hint_3_rwy_change_4,Runway change completed.,Baanverandering is voltooid.,跑道变更已完成。
hint_3_rwy_change_togo,Runway change procedure is in progress: {AMOUNT} minutes to go.,Baanverandering in uitvoering: {AMOUNT} minuten te gaan.,跑道变更程序进行中：还剩{AMOUNT}分钟。
hint_3_rwy_change_warning,Warning: another runway change at this time will take {AMOUNT} minutes to complete.,Waarschuwing: opnieuw een andere baanconfiguratie aanvragen zal {AMOUNT} minuten in beslag nemen.,警告：此时再次变更跑道将需要{AMOUNT}分钟完成。
hint_3_rwy_style_a,Runway style A: glideslope markers.,Baanstijl A: glideslope markeringen.,跑道样式A：下滑道标记。
hint_3_rwy_style_b,Runway style B: 1 mile dashes and glideslope markers.,Baanstijl B: 1 mijl strepen en glideslope markeringen.,跑道样式B：1海里短划线和下滑道标记。
hint_3_rwy_style_c,Runway style C: 2 mile markers.,Baanstijl C: 2 mijl markeringen.,跑道样式C：2海里标记。
hint_3_rwy_style_d,Runway style D: 1 mile markers.,Baanstijl D: 1 mijl markeringen.,跑道样式D：1海里标记。
hint_3_rwy_style_e,Runway style E: no markers.,Baanstijl E: geen markeringen.,跑道样式E：无标记。
hint_3_scenario_1_1,Scenario 1: Parallel Approaches.,Scenario 1: Parallelle naderingen.,场景1：平行进近。
hint_3_scenario_1_1b,Manage an inbound peak of 20 arrivals. Complete this challenge without any mistakes to unlock the next scenario at EGLL.,Beheers een inbound piek van 20 arrivals zonder enige fouten om deze uitdaging met succes te voltooien en het volgende scenario op EGLL beschikbaar te maken.,管理20架进场的峰值。无任何错误完成此挑战以解锁EGLL的下一个场景。
hint_3_scenario_1_2,Scenario: Parallel Approaches. Manage an inbound peak of 20 arrivals without any mistakes to successfully complete this challenge.,Scenario: Parallelle naderingen. Beheers een inbound piek van 20 arrivals zonder enige fouten om deze uitdaging met succes te voltooien.,场景：平行进近。管理20架进场的峰值，无任何错误成功完成此挑战。
hint_3_scenario_1_3,Your best time: {TIME}.,Je beste tijd: {TIME}.,您的最佳时间：{TIME}。
hint_3_scenario_1_4,"To play scenario 2, switch to EGLL airport and then start the scenario.",Om scenario 2 te spelen switch je eerst naar luchthaven EGLL en dan start je het scenario.,要玩场景2，请切换到EGLL机场然后开始场景。
hint_3_scenario_1_5,"This scenario mode is intended to challenge experienced players. If it gets too busy for your liking, then select {button_normal} mode in the {button_traffic} menu.","Deze scenario-modus is bedoeld om ervaren spelers uit te dagen. Als het je te druk wordt, selecteer dan {button_normal}-modus in het menu {button_traffic}.",此场景模式旨在挑战经验丰富的玩家。如果太繁忙，请在{button_traffic}菜单中选择{button_normal}模式。
hint_3_scenario_1_6,Tip: press and hold the menu button to increase the simulation speed temporarily.,Tip: houd de menu-knop ingedrukt om de simulatiesnelheid tijdelijk te verhogen.,提示：按住菜单按钮临时增加模拟速度。
hint_3_scenario_2_1,Scenario 2: Change of plans. ,Scenario 2: de planning verandert.,场景2：计划变更。
hint_3_scenario_2_1b,"Due to tailwind, the runway configuration may change soon. Good luck with guiding 12 arrivals to the runway!",Als gevolg van rugwind zal de baanconfiguratie binnenkort veranderen. Veel succes met het begeleiden van 12 arrivals naar de landingsbaan!,由于顺风，跑道配置可能很快改变。祝您引导12架进场飞机至跑道好运！
hint_3_scenario_2_3,"To play scenario 3, switch to EDDF airport and then start the scenario.",Om scenario 3 te spelen switch je eerst naar luchthaven EDDF en dan start je het scenario.,要玩场景3，请切换到EDDF机场然后开始场景。
hint_3_scenario_2_4,"In one minute from now, the runway usage will be changed to the opposite direction.",Over 1 minuut zal het baangebruik veranderen naar de omgekeerde richting.,从现在起1分钟后，跑道使用将改为相反方向。
hint_3_scenario_2_5,Runway configuration will change in {AMOUNT} seconds.,Baanconfiguratie zal over {AMOUNT} seconden veranderen.,跑道配置将在{AMOUNT}秒后改变。
hint_3_scenario_2_6,Runway configuration is changed.,Baanconfiguratie is veranderd.,跑道配置已改变。
hint_3_scenario_3_1,Scenario 3: Strong winds.,Scenario 3: krachtige wind.,场景3：强风。
hint_3_scenario_3_1b,Land these 12 incoming planes safely and efficiently: all planes have to be on the ground within 35 minutes.,Land deze 12 inkomende vluchten veilig en efficient: alle kisten moeten binnen 35 minuten op de grond staan.,安全高效地降落这12架进场飞机：所有飞机必须在35分钟内降落。
hint_3_scenario_3_2,"To play scenario 4, switch to KATL airport and then start the scenario.",Om scenario 4 te spelen switch je eerst naar luchthaven KATL en dan start je het scenario.,要玩场景4，请切换到KATL机场然后开始场景。
hint_3_scenario_4_1,Scenario 4: Light and Heavy.,Scenario 4: Licht en zwaar.,场景4：轻型与重型。
hint_3_scenario_4_1b,Land 15 very different types of aircraft within 30 minutes.,Land 15 uiteenlopende typen vliegtuigen binnen 30 minuten.,在30分钟内降落15种不同类型的飞机。
hint_3_scenario_5_1,Scenario 5: Avoiding storms.,Scenario 5: Onweersbuien ontwijken.,场景5：避开风暴。
hint_3_scenario_5_1b,"Land 12 planes within 32 minutes, while staying clear of the clouds.","Land 12 vliegtuigen binnen 32 minuten, terwijl je ze om alle wolken heen laat vliegen.",在32分钟内降落12架飞机，同时避开云层。
hint_3_scenario_6_1,Scenario 6: Chaotic traffic peak.,Scenario 6: Chaotische verkeerspiek.,场景6：混乱交通高峰。
hint_3_scenario_6_1b,Complete this challenge by landing all of the 25 arrivals at their correct destination within 30 minutes.,"Voltooi deze uitdaging door alle 25 vluchten op de juiste luchthaven te laten landen, binnen 30 minuten.",在30分钟内将所有25架进场飞机降落在正确目的地以完成此挑战。
hint_3_scenario_7_1,Scenario 7: Late check-in.,Scenario 7: Late check-in.,场景7：晚点报到。
hint_3_scenario_7_1b,Complete this challenge by landing 10 arrivals at a single runway within just 25 minutes.,"Voltooi deze uitdaging door 10 vluchten op de enige landingsbaan te laten landen, binnen slechts 25 minuten.",在仅25分钟内在单条跑道上降落10架进场飞机以完成此挑战。
hint_3_scenario_8_1,Scenario 8: Short-haul.,Scenario 8: korte afstand.,场景8：短途。
hint_3_scenario_8_1b,Complete the scenario by landing 15 planes at their destination within 24 minutes.,Voltooi het scenario door 15 vluchten op hun bestemming te krijgen binnen 24 minuten.,在24分钟内将15架飞机降落在目的地以完成场景。
hint_3_scenario_9_1,Scenario 9: Perfect storm.,Scenario 9: Perfecte storm.,场景9：完美风暴。
hint_3_scenario_9_1b,Complete the scenario by landing 14 planes within 31 minutes. Parallel runway 16R will be open for landings once the storm has passed the airport.,Voltooi het scenario door 14 vluchten binnen 31 minuten te laten landen. Parallelle baan 16R zal actief worden voor landingen nadat de onweersbui de luchthaven gepasseerd heeft.,在31分钟内降落14架飞机以完成场景。平行跑道16R将在风暴经过机场后开放降落。
hint_3_scenario_ended_1,Scenario ended without succes; {AMOUNT} mistakes.,Scenario is geeindigd zonder succes: {AMOUNT} fouten.,场景结束，未成功；{AMOUNT}个错误。
hint_3_scenario_ended_10,New York is next.,New York is de volgende.,纽约是下一个。
hint_3_scenario_ended_11,Tokyo scenario unlocked!,Tokio scenario is unlocked!,东京场景已解锁！
hint_3_scenario_ended_12,To Toronto!,Op naar Toronto!,前往多伦多！
hint_3_scenario_ended_13,The final scenario is at YSSY!,Het laatste scenario is in YSSY!,最终场景在YSSY！
hint_3_scenario_ended_14,All 9 scenarios accomplished!,Alle 9 scenarios zijn voltooid!,所有9个场景已完成！
hint_3_scenario_ended_15,Congratulations! You completed the scenario in {AMOUNT} without any mistakes! ,Gefeliciteerd! Je heb het scenario foutloos voltooid in {AMOUNT}!,恭喜！您在{AMOUNT}内无任何错误完成场景！
hint_3_scenario_ended_16,"Scenario completed without mistakes, but slower than your best attempt (+{AMOUNT})","Het scenario is voltooid zonder fouten, maar langzamer dan je beste poging (+{AMOUNT}).",场景完成无错误，但比您的最佳尝试慢（+{AMOUNT}）。
hint_3_scenario_ended_17,Congratulations! You completed the scenario in {AMOUNT1} ({AMOUNT2} faster)!,Gefeliciteerd! Je heb het scenario voltooid in {AMOUNT1} ({AMOUNT2} sneller)!,恭喜！您在{AMOUNT1}内完成场景（快{AMOUNT2}）！
hint_3_scenario_ended_2,Scenario ended without succes; 1 mistake.,Scenario is geeindigd zonder succes: {AMOUNT} fouten.,场景结束，未成功；1个错误。
hint_3_scenario_ended_3,Scenario ended without succes; time limit exceeded by {AMOUNT}.,Scenario is geeindigd zonder succes: tijdslimiet is overschreden met {AMOUNT}.,场景结束，未成功；时间限制超出{AMOUNT}。
hint_3_scenario_ended_4,Perfect! You completed the scenario in {AMOUNT} without any mistakes!,Perfect! Je heb het scenario foutloos voltooid in {AMOUNT}.,完美！您在{AMOUNT}内无任何错误完成场景！
hint_3_scenario_ended_5,This has unlocked the next scenario at EGLL.,Dit geeft toegang tot het volgende scenario in EGLL.,这已解锁EGLL的下一个场景。
hint_3_scenario_ended_6,More scenarios are available in the full version.,Meer scenario鈥檚 zijn beschikbaar in de volledige versie.,更多场景在完整版本中可用。
hint_3_scenario_ended_7,"The next scenario, at EDDF, will be more difficult.","Het volgende scenario, op EDDF, zal moeilijker zijn.",下一个场景在EDDF，将更加困难。
hint_3_scenario_ended_8,Next up: KATL scenario.,Volgende scenario: KATL.,接下来：KATL场景。
hint_3_scenario_ended_9,See you at LFPG!,Tot ziens in LFPG!,在LFPG见！
hint_3_scenario_timeout_1,Scenario time limit exceeded.,Scenario tijdslimiet overschreden.,场景时间限制超出。
hint_3_scenario_timeout_2,These scenarios are indeed pretty hard and challenging - even for seasoned players! Perhaps give it a go another time.,Deze scenario鈥檚 zijn vrij moeilijk 鈥?zelfs voor ervaren spelers! Probeer het anders later nog eens.,这些场景确实相当困难和具有挑战性 - 即使对于经验丰富的玩家！也许改天再试一次。
hint_3_scenario_timeout_3,"Try to vector the planes more closely together onto the ILS, but keep an eye on the different wake turbulence categories.","Probeer de vliegtuigen dichter op elkaar naar de ILS-lijn te leiden, maar let wel op de turbulentie.",尝试将飞机更紧密地引导至ILS，但注意不同的尾流湍流类别。
hint_3_scenario_timeout_4,Make use of parallel approaches to avoid wake turbulence as much as possible.,Maak gebruik van parallelle naderingen om turbulentie zoveel mogelijk te voorkomen.,利用平行进近尽可能避免尾流湍流。
hint_3_scenario_timeout_5,Press the scenario button to try again.,Druk op de scenario-knop om het opnieuw te proberen.,按场景按钮重试。
hint_3_second,second,seconde,秒
hint_3_second_airport,"Another airport has opened, but only planes with an additional '{TAG}' tag may land there.","Een andere luchthaven is geopend, maar alleen vliegtuigen met een extra '{TAG}' label mogen daar landen.",另一个机场已开放，但只有带有额外'{TAG}'标签的飞机可以在那里降落。
hint_3_second_labels,{COLOR} secondary arrival labels.,{COLOR} secondaire arrival labels.,{COLOR}次要进场标签。
hint_3_seconds,seconds,seconde,秒
hint_3_sep_circles,Separation circles {STATE}.,Separatiecirkels {STATE}.,冲突圈{STATE}。
hint_3_set_cap_1,The number of planes to control will be limited to about {AMOUNT} planes at a time,Het aantal vliegtuigen dat je tegelijkertijd moet begeleiden is gelimiteerd op ongeveer {AMOUNT} vliegtuigen,要控制的飞机数量将限制在大约{AMOUNT}架飞机。
hint_3_set_flow_1,Traffic flow is fixed at {AMOUNT} planes per hour,Stroom van verkeer is vastgezet op {AMOUNT} vliegtuigen per uur,交通流固定为每小时{AMOUNT}架飞机。
hint_3_set_flow_2,Traffic flow varies between {AMOUNT1} and {AMOUNT2} planes per hour,Stroom van verkeer varieert tussen {AMOUNT1} en {AMOUNT2} vliegtuigen per uur,交通流在每小时{AMOUNT1}到{AMOUNT2}架飞机之间变化。
hint_3_set_flow_3,Traffic flow is fixed at {AMOUNT1} arrivals per hour and {AMOUNT2} departures per hour,Stroom van verkeer is vastgezet op {AMOUNT1} arrivals en {AMOUNT2} departures per uur,交通流固定为每小时{AMOUNT1}架进场和{AMOUNT2}架离场。
hint_3_set_skill_1,The number of planes to control is fixed at about {AMOUNT} planes at a time,Het aantal vliegtuigen dat je tegelijkertijd moet begeleiden is vastgezet op ongeveer {AMOUNT} vliegtuigen,要控制的飞机数量固定在大约{AMOUNT}架飞机。
hint_3_set_skill_2,quiet traffic,rustig verkeer,安静交通
hint_3_set_skill_3,average traffic,gemiddeld verkeer,平均交通
hint_3_set_skill_4,busy traffic,druk verkeer,繁忙交通
hint_3_set_skill_5,The number of planes to control is set to about {AMOUNT} planes at a time,Het aantal vliegtuigen dat je tegelijkertijd moet begeleiden is ingesteld op ongeveer {AMOUNT} vliegtuigen,要控制的飞机数量设置为大约{AMOUNT}架飞机。
hint_3_shift_label,Tip: you can move the label position by holding Shift key while dragging the mouse.,Tip: je kan de labelpositie veranderen door Shift ingedrukt te houden terwijl je met de muis sleept.,提示：您可以通过按住Shift键同时拖动鼠标来移动标签位置。
hint_3_sid_disable_1,Heading selected; {button_sid} mode is now deactivated and altitude setting is lowered.,Heading geselecteerd; {button_sid}-mode is nu deactiveerd en de altitude-instelling is verlaagd.,航向已选择；{button_sid}模式现已停用，高度设置已降低。
hint_3_sid_disable_2,Heading selected; {button_sid} mode is now deactivated.,Heading geselecteerd; {button_sid}-mode is nu deactiveerd.,航向已选择；{button_sid}模式现已停用。
hint_3_signif_clouds,Significant clouds.,Significante wolken.,显著云层。
hint_3_skill_can_change,"Skill level can change like in {button_normal} mode, but the skill level will be limited by the {menu_traffic_3} value.","Skillwaarde kan veranderen zoals in {button_normal}-modus, maar de skillwaarde zal worden begrensd door {menu_traffic_3}.",技能水平可以像{button_normal}模式一样变化，但技能水平将受{menu_traffic_3}值限制。
hint_3_skill_fixed_1,Number of planes is fixed at {AMOUNT}. Goals/scores disabled. Set skill to 0 to close the airspace.,Aantal vliegtuigen is vastgezet op {AMOUNT}. Doelen/highscores uitgeschakeld. Zet skill op 0 om het luchtruim te sluiten.,飞机数量固定为{AMOUNT}。目标/分数已禁用。将技能设置为0以关闭空域。
hint_3_skill_fixed_2,Number of planes to control is now fixed at about {AMOUNT}.,Aantal vliegtuigen is vastgezet op ongeveer {AMOUNT}.,要控制的飞机数量现在固定在大约{AMOUNT}。
hint_3_skill_fixed_3,Number of planes to control is now fixed at about {AMOUNT}. Goals and high scores disabled. Number of runways can be set in the {button_runways} menu.,Aantal vliegtuigen is vastgezet op ongeveer {AMOUNT}. Doelen en highscores zijn uitgeschakeld. Aantal banen kan worden ingesteld in het {button_runways}-menu.,要控制的飞机数量现在固定在大约{AMOUNT}。目标和最高分已禁用。跑道数量可在{button_runways}菜单中设置。
hint_3_skill_is_fixed,Skill level is fixed.,Skillwaarde is vastgezet.,技能水平已固定。
hint_3_skill_up_1,"Tip: if it gets too busy for your liking, you can switch to {button_custom} traffic mode to lower the number of planes. See the {button_traffic} menu.","Tip: als het je te druk wordt, kun je switchen naar verkeersmodus {button_custom}. Zie het menu {button_traffic}.",提示：如果太繁忙，您可以切换到{button_custom}交通模式以减少飞机数量。参见{button_traffic}菜单。
hint_3_skill_up_2,"Note: as this is a custom airport, goals and high scores are disabled.","Merk op dat dit een custom airport is, dus goals en highscores zijn uitgeschakeld.",注意：由于这是自定义机场，目标和最高分已禁用。
hint_3_sound_error_1,Sound mode set at 1,Geluidmodus staat nu op 1.,播报模式设置为1
hint_3_soundmode_0,Sound off.,Geluid uit.,播报关闭。
hint_3_soundmode_1,Sound mode 1: alerts only.,Geluidmodus 1: alleen alerts.,播报模式1：仅警报。
hint_3_soundmode_2,Sound mode 2: alerts and speech but no readbacks (default).,Geluidmodus 2: alerts en spraak maar geen readbacks (standaard).,播报模式2：警报和语音但无复诵（默认）。
hint_3_soundmode_3a,Sound mode 3: alerts and speech with readbacks.,Geluidmodus 3: alerts en spraak met readbacks.,播报模式3：警报和语音带复诵。
hint_3_soundmode_3b,"Sound mode 3: speech including readbacks, via android text-to-speech (English voices).","Geluidmodus 3: spraak met readbacks, via android tekst-naar-spraak (Engelse stemmen).",播报模式3：语音包括复诵，通过安卓文本转语音（英语语音）。
hint_3_soundmode_3c,"Sound mode 3: speech including readbacks, via android text-to-speech (using English US and UK languages).","Geluidmodus 3: spraak met readbacks, via android tekst-naar-spraak (gebruikmakend van Engelse VS en VK stemmen).",播报模式3：语音包括复诵，通过安卓文本转语音（使用英语美式和英式语言）。
